ID_Pedido,Barrio,Tiempo_Minutos,Valor_ARS
5209,Maipu,50.756050022609074,14885.575608144249
5206,Godoy Cruz,37.22015412481498,7308.4146884822385
5759,Godoy Cruz,32.07537169551744,7614.349580202463
5641,Lujan de Cuyo,46.74593396488317,16415.53171841644
5783,Capital,52.663170912605715,13645.217332352437
5301,Maipu,32.874557801257794,14086.663873883006
5756,Godoy Cruz,36.83484753312264,13818.709503971955
5160,Godoy Cruz,27.024843112953018,16310.262746170953
5179,Maipu,14.346178765495175,14211.685575809342
5138,Maipu,42.97370952679247,13161.149199264713
5106,Godoy Cruz,39.80936051273995,16167.28476002315
5186,Guaymallen,50.800990751818865,12257.939470381109
5311,Maipu,38.29712385972795,14152.237219314715
5748,Capital,23.252949328724284,16299.029558503255
5324,Guaymallen,58.06548896512072,16601.279403445522
5715,Maipu,25.179993218059142,11450.103716065216
5074,Capital,43.34924552383138,15712.037061361045
5131,Guaymallen,65.34176471049446,15044.393861965133
5502,Guaymallen,57.267128543805065,13330.021964138085
5444,Lujan de Cuyo,37.14171925138411,
5381,Godoy Cruz,44.77698123045525,7662.26833490686
5194,Godoy Cruz,64.31681977396966,12140.258204228103
5122,Guaymallen,34.31407205888219,19506.38955379932
5246,Maipu,48.497100700550156,18804.82917022102
5562,Capital,37.160036140293386,22914.75115199559
5570,Capital,43.4045471329811,25307.236409392957
5400,Maipu,23.473502071547905,11029.27450364137
5269,Maipu,61.5570644487389,16974.986933309297
5475,Lujan de Cuyo,31.685220782355884,18141.011415605695
5366,Guaymallen,19.075166890509312,18053.533385944316
5265,Maipu,47.83785575316786,8101.768447980924
5412,Godoy Cruz,41.651097671021056,15472.783715509817
5524,Lujan de Cuyo,42.035885363255154,9542.647471372871
5291,Maipu,42.1942555057286,22958.42530272463
5543,Lujan de Cuyo,35.77601126701421,16933.738590492416
5276,Maipu,45.09065838044913,19212.360345103985
5113,Capital,35.997930837936146,16160.11214907766
5689,Godoy Cruz,37.540988952109394,8085.292660184313
5441,Lujan de Cuyo,73.26244483232264,20655.205286423152
5761,Maipu,45.005509956913116,15132.765771789458
5445,Lujan de Cuyo,39.504793154627414,12332.069139870255
5343,Lujan de Cuyo,37.86392488599191,18256.583932744597
5371,Godoy Cruz,29.56490837946374,18327.79078663737
5167,Capital,26.86074459250934,12867.348542904383
5183,Guaymallen,48.07182903513929,19502.01806447054
5115,Guaymallen,42.03595028004295,9184.567527277288
5786,Capital,20.601109879328362,16297.035387317595
5693,Godoy Cruz,39.17573260264724,13792.743885146552
5536,Maipu,51.09736487787584,24551.23470477319
5143,Lujan de Cuyo,9.03558564165932,16996.7877317052
5316,Capital,41.0053433181914,15214.2458457539
5333,Guaymallen,32.862186763336354,
5540,Lujan de Cuyo,22.33789581894311,9063.433090536742
5090,Lujan de Cuyo,48.680640564857086,
5009,Godoy Cruz,43.40770851805094,17991.11411461159
5358,Maipu,24.041175784240725,24096.417672383548
5664,Capital,53.02474275056173,4683.4446786439985
5220,Maipu,44.69773154944665,23644.774988277597
5247,Guaymallen,27.096546494069553,6618.884317401751
5222,Godoy Cruz,24.907108434237163,21021.23095532995
5352,Capital,53.639437727749254,8538.10670746323
5035,Lujan de Cuyo,39.769985748761854,13549.208980808762
5094,Lujan de Cuyo,49.939810915050955,18871.949219972426
5531,Guaymallen,38.83038663742719,16159.417746196923
5765,Capital,35.66937596809389,8157.076485099269
5270,Maipu,34.21372934035819,26445.922394309873
5056,Capital,57.9088350597971,13800.636744493515
5312,Maipu,38.266142253851825,
5655,Godoy Cruz,26.53801522540062,15915.096554861233
5129,Guaymallen,56.22442826449169,16342.225950791024
5546,Guaymallen,28.84238407723103,14367.52916843274
5150,Guaymallen,41.229347605088385,12482.051732136993
5712,Guaymallen,32.836087477661614,19197.47147155136
5663,Capital,24.33081747558831,6883.506159032264
5372,Guaymallen,7.976428445460641,19610.69261719353
5392,Maipu,19.540893379259334,14898.050416397824
5703,Lujan de Cuyo,49.300207158985636,18280.533789525238
5427,Godoy Cruz,41.8784790740426,12044.526548491169
5699,Lujan de Cuyo,34.26380515436043,17066.067329343306
5673,Godoy Cruz,45.36942665525967,16117.481773413223
5281,Capital,59.41037579151016,13050.669739250816
5345,Guaymallen,15.194397454297032,16260.225760633937
5540,Lujan de Cuyo,22.33789581894311,9063.433090536742
5232,Godoy Cruz,48.7408036864001,17333.479181987703
5646,Godoy Cruz,53.990542078427666,14061.570977512078
5533,Godoy Cruz,51.52670318865442,18828.573590126376
5627,Godoy Cruz,48.793402777163365,16301.58401562811
5415,Godoy Cruz,40.85768404192704,
5639,Guaymallen,33.784627219542465,18088.07820113705
5036,Guaymallen,33.935180692027615,24581.249522958133
5241,Capital,46.334766498664855,20676.46562586213
5201,Lujan de Cuyo,49.651308139046705,18068.38099535139
5070,Guaymallen,40.839645860107076,19203.97874510272
5579,Godoy Cruz,58.618277332407416,18377.655781833368
5377,Maipu,21.713924577649692,19511.195289373027
5271,Lujan de Cuyo,49.60034519027665,7922.628455137447
5440,Lujan de Cuyo,40.27823845036797,13387.202990181344
5770,Guaymallen,57.37252669409377,10469.549543736866
5193,Godoy Cruz,37.123853445615936,19396.392735989437
5100,Lujan de Cuyo,46.81488062777053,
5725,Godoy Cruz,32.537403578089915,16166.201617612678
5605,Maipu,45.99385791733936,17357.579437112516
5701,Maipu,49.80466253223832,20728.64732017795
5174,Guaymallen,37.068755663242165,17511.65016944395
5127,Guaymallen,36.21151913889762,12697.563039664905
5799,Maipu,43.245240813943575,9833.736698490156
5158,Lujan de Cuyo,31.135908974904936,20917.8415868184
5030,Godoy Cruz,36.89175827120138,8010.7414406358885
5784,Lujan de Cuyo,19.72392061705626,13169.353505785446
5351,Guaymallen,49.51518623202979,18853.719322585326
5001,Lujan de Cuyo,48.409642373040896,22755.142521563386
5071,Lujan de Cuyo,56.95128852378655,15781.562635624743
5450,Maipu,31.891184363823196,14316.98369192009
5557,Godoy Cruz,40.520230226838194,16321.545074528098
5306,Maipu,57.33564824197539,18624.47456681431
5548,Guaymallen,42.750005909249936,12532.515233233982
5434,Guaymallen,54.05662767333377,20183.177267692357
5700,Godoy Cruz,20.897395092678764,10760.417162765181
5151,Capital,11.650098882724713,10700.768089239094
5661,Maipu,52.08421704800608,13567.292586642505
5681,Lujan de Cuyo,45.45062864907127,15668.729658320917
5419,Maipu,27.071491193709818,19028.91206586137
5751,Lujan de Cuyo,16.35286563211838,12864.562034443017
5225,Maipu,66.3022320440486,8025.3878591443945
5778,Lujan de Cuyo,34.79441836702242,18269.631018789052
5403,Maipu,38.246679436781825,19736.44480539678
5287,Lujan de Cuyo,30.494698615179146,16355.583961285756
5435,Godoy Cruz,33.19527102731552,20198.721338683958
5027,Maipu,39.70956178605641,14992.661851243633
5410,Guaymallen,39.62267538956382,12077.418342124836
5157,Capital,42.89711243084551,15711.369843685008
5285,Lujan de Cuyo,34.79825902293942,10350.188419191398
5059,Godoy Cruz,39.2132630070935,10632.083045274558
5430,Guaymallen,43.39020196278789,19805.21723197416
5076,Guaymallen,41.64968485700553,12048.461611466648
5619,Maipu,41.56982919239476,13625.510096167336
5595,Lujan de Cuyo,45.711424583529926,16156.764162904276
5544,Capital,22.04860785112734,21653.087862068656
5745,Godoy Cruz,42.1312585400908,18076.11819913845
5749,Capital,36.55191428989931,14175.253555000216
5501,Godoy Cruz,60.80464653215382,21327.822504305826
5221,Guaymallen,48.77738487666652,11204.164150571001
5264,Guaymallen,33.401540967090476,8165.093975299146
5667,Maipu,33.17703224170732,16390.647663667318
5288,Lujan de Cuyo,42.07023650130199,20884.358906702913
5409,Capital,55.34687519182978,14618.808651987163
5249,Capital,48.46898627393932,13771.409601876598
5082,Lujan de Cuyo,36.56863600892977,20974.613474259313
5587,Lujan de Cuyo,35.67572220566059,13612.513672687923
5741,Godoy Cruz,17.390806294170087,25151.840277854168
5096,Capital,24.917837679960947,14157.508554318096
5236,Maipu,40.70839949288346,17910.284963050617
5108,Capital,48.77185937634225,16916.18243603947
5558,Guaymallen,39.61182015374642,17791.25556783
5482,Maipu,44.55660129332664,16639.402516143884
5169,Maipu,45.81663748115767,20465.47325071981
5396,Lujan de Cuyo,37.87337704800785,14629.82278876224
5517,Guaymallen,48.37775989315254,15607.06521409696
5007,Maipu,31.14568525068503,12479.127604413137
5596,Maipu,34.7108829837744,17565.23008733069
5079,Maipu,42.00947442356765,13168.9845869941
5439,Godoy Cruz,36.60619882120055,17331.42956563965
5680,Guaymallen,37.36021515289242,17077.569766817836
5750,Capital,62.14966859889632,8098.246800901522
5104,Lujan de Cuyo,29.740217131306313,10016.383739596284
5210,Guaymallen,33.45626382763617,16110.75982748529
5598,Lujan de Cuyo,48.31012510120155,24234.353230326284
5322,Maipu,31.65336766811332,14049.333379327354
5308,Capital,36.827443266553566,16411.996259092586
5728,Lujan de Cuyo,26.960264348339138,23646.440077899962
5161,Capital,67.34474481213286,23160.793311098118
5239,Guaymallen,29.40011503942269,15402.318267474478
5614,Maipu,53.41596217912552,14133.375056188848
5278,Maipu,44.09518542393324,17820.657302724834
5603,Godoy Cruz,39.877093093534015,23527.691704316057
5116,Guaymallen,46.94018992762396,17635.146169617165
5747,Godoy Cruz,38.28846242128069,27325.352145462413
5010,Lujan de Cuyo,48.3941755659275,15749.38309557836
5180,Capital,50.985952445836304,12337.177949658086
5442,Guaymallen,36.929611923148805,13281.698234154506
5518,Godoy Cruz,17.616399447261934,12280.978235067512
5609,Godoy Cruz,41.485981795774194,11792.386197611035
5797,Capital,29.32287914546516,8717.881561136943
5021,Capital,43.79074571437534,15603.67814952111
5766,Maipu,42.01647016827335,8942.461536845021
5768,Capital,31.343448531179774,14930.35702548046
5757,Lujan de Cuyo,41.704560240064666,21980.26089976098
5510,Capital,31.587567988206928,9235.030750468852
5634,Maipu,25.843845795222357,10474.694966567655
5496,Lujan de Cuyo,48.22966826697433,13721.818931675682
5176,Guaymallen,31.392186176726902,15321.84286538811
5368,Godoy Cruz,34.65865162731893,15085.751744963885
5695,Lujan de Cuyo,28.288355738333014,12446.19500271911
5187,Guaymallen,43.00079021729053,15024.0129686018
5373,Lujan de Cuyo,66.23046988835604,12997.729838699088
5323,Capital,37.9228084889763,15660.267425507338
5091,Capital,24.115395393097973,16962.93470054095
5055,Capital,33.62598609187157,13992.105198875639
5058,Guaymallen,44.46680466308635,18475.78736221019
5498,Lujan de Cuyo,39.98790813923479,13359.712190228376
5005,Capital,44.72038662550614,10863.468465703216
5052,Maipu,42.235714895696745,9030.478718299059
5458,Maipu,42.15268747228959,15431.564094484947
5078,Godoy Cruz,31.6454836163409,9463.410178130729
5254,Guaymallen,49.17605985826728,15901.574105197178
5687,Godoy Cruz,41.18036439370295,
5068,Guaymallen,33.25415237063106,20286.246606844976
5335,Lujan de Cuyo,23.324375446473343,19299.989899257806
5567,Guaymallen,18.161808411409147,18485.602214597584
5645,Lujan de Cuyo,45.12809335951767,20783.388229604905
5690,Capital,49.70383921755014,14034.915864708273
5623,Lujan de Cuyo,54.731089565908256,23597.841282635003
5295,Lujan de Cuyo,42.62270992048239,20277.941174375097
5754,Godoy Cruz,28.629216368488862,8903.633255205752
5535,Maipu,31.723995033037838,13517.541818809454
5032,Capital,54.88482801194673,22603.806003720252
5383,Godoy Cruz,45.1701963853834,19494.600310614387
5233,Capital,35.73396724804582,15534.562442905764
5582,Maipu,31.033876142814908,7798.754524848858
5101,Maipu,12.28530499508171,9871.389935463187
5303,Godoy Cruz,25.292703707761355,16784.565955316833
5472,Godoy Cruz,33.553005996117584,10793.912408797507
5196,Guaymallen,26.682610723719506,15969.609709354396
5525,Maipu,46.3172374041463,11764.943142875461
5610,Guaymallen,23.789383516170847,13280.565340862862
5084,Maipu,26.695614434608864,14908.548857085761
5255,Maipu,37.985327560638275,16044.570482924102
5594,Lujan de Cuyo,44.404839522279595,14812.194503251667
5014,Lujan de Cuyo,35.775394692942534,12389.019445792354
5658,Maipu,45.521503326375964,23617.10877586383
5454,Guaymallen,31.429397334638402,13465.329402224843
5016,Maipu,52.147749950255445,8534.420429154708
5228,Guaymallen,51.908931698260815,15524.783870688
5643,Lujan de Cuyo,42.09378039740676,14375.20061038814
5126,Guaymallen,57.29980142172451,14433.176546989911
5476,Capital,31.629352329261614,11589.119875883978
5791,Guaymallen,49.22461760203174,15987.81261167797
5148,Maipu,53.91602869231109,10608.473580058173
5781,Capital,50.841812014119355,16871.376730582157
5166,Capital,62.56152250858099,18487.620546871418
5088,Lujan de Cuyo,32.87891429638195,13555.762192875474
5789,Guaymallen,34.55562953448934,22728.540492021508
5376,Capital,33.44755424173981,19728.41324601397
5592,Lujan de Cuyo,49.92633850188368,17442.98556615834
5457,Maipu,22.42319588325144,18866.18738623479
5315,Godoy Cruz,26.599030449476416,18684.547142570464
5147,Guaymallen,39.752423236676755,15487.338334935379
5350,Godoy Cruz,55.135487973352795,17582.045865670098
5684,Godoy Cruz,42.26067446078762,15793.973446020942
5344,Guaymallen,54.90490896321205,14302.397067583752
5580,Maipu,39.3959033635325,13859.992826964366
5383,Godoy Cruz,45.1701963853834,19494.600310614387
5326,Guaymallen,65.13253670390121,21179.949260206016
5584,Godoy Cruz,45.68427592200512,11161.13208366861
5635,Guaymallen,22.698705798126433,16083.975111664015
5779,Lujan de Cuyo,43.345414415910355,19393.35326031304
5300,Lujan de Cuyo,35.21833990173031,4500000.0
